subject_name,course_name,abs_course_url
Computer Science,算法设计与分析   Design and Analysis of Algorithms,https://www.classcentral.com/course/coursera--design-and-analysis-of-algorithms-3230
Computer Science,DDoS Attacks and Defenses,https://www.classcentral.com/course/coursera-ddos-attacks-and-defenses-12153
Computer Science,Web Connectivity and Security in Embedded Systems,https://www.classcentral.com/course/coursera-web-connectivity-and-security-in-embedded-systems-7415
Computer Science,Blockchain Basics,https://www.classcentral.com/course/coursera-blockchain-basics-11314
Computer Science,Developing FPGA-accelerated cloud applications with SDAccel: Practice,https://www.classcentral.com/course/coursera-developing-fpga-accelerated-cloud-applications-with-sdaccel-practice-13658
Computer Science,"Data Management, Data Security and Robot Operating System as a Common Tool for IoT",https://www.classcentral.com/course/edx-data-management-data-security-and-robot-operating-system-as-a-common-tool-for-iot-14395
Computer Science,IoT Networking and Fog Layer Devices,https://www.classcentral.com/course/edx-iot-networking-and-fog-layer-devices-14394
Computer Science,A Subjective Introduction to the IoT,https://www.classcentral.com/course/edx-a-subjective-introduction-to-the-iot-14393
Computer Science,Approximation Algorithms,https://www.classcentral.com/course/coursera-approximation-algorithms-13080
Computer Science,Cybersecurity Compliance Framework & System Administration,https://www.classcentral.com/course/coursera-cybersecurity-compliance-framework-system-administration-14384
Computer Science,Network Security & Database Vulnerabilities ,https://www.classcentral.com/course/coursera-network-security-database-vulnerabilities-13873
Computer Science,Building AI Applications with Watson APIs,https://www.classcentral.com/course/coursera-building-ai-applications-with-watson-apis-13845
Computer Science,Recommender Systems Capstone,https://www.classcentral.com/course/coursera-recommender-systems-capstone-6936
Computer Science,Digital Skills: Mobile,https://www.classcentral.com/course/futurelearn-digital-skills-mobile-9782
Computer Science,Cybersecurity and Privacy in the IoT,https://www.classcentral.com/course/edx-cybersecurity-and-privacy-in-the-iot-9754
Computer Science,Sensor Fusion and Non-linear Filtering for Automotive Systems,https://www.classcentral.com/course/edx-sensor-fusion-and-non-linear-filtering-for-automotive-systems-10300
Computer Science,Machine Learning Fundamentals,https://www.classcentral.com/course/edx-machine-learning-fundamentals-8216
Computer Science,Netzwerkvirtualisierung - Von einfach bis zur Cloud,https://www.classcentral.com/course/openhpi-netzwerkvirtualisierung-von-einfach-bis-zur-cloud-13387
Computer Science,Applied Cryptography,https://www.classcentral.com/course/udacity-applied-cryptography-326
Computer Science,Software Testing,https://www.classcentral.com/course/udacity-software-testing-365
Computer Science,Intro to Algorithms,https://www.classcentral.com/course/udacity-intro-to-algorithms-364
Computer Science,Software Debugging,https://www.classcentral.com/course/udacity-software-debugging-457
Computer Science,Intro to Theoretical Computer Science,https://www.classcentral.com/course/udacity-intro-to-theoretical-computer-science-455
Computer Science,Introduction to Computer Architecture,https://www.classcentral.com/course/independent-introduction-to-computer-architecture-642
Computer Science,Program Arcade Games - Learn Computer Science,https://www.classcentral.com/course/independent-program-arcade-games-learn-computer-science-640
Computer Science,Introduction to Software Development on SAP HANA,https://www.classcentral.com/course/opensap-introduction-to-software-development-on-sap-hana-1347
Computer Science,How to create a Windows 8 App,https://www.classcentral.com/course/independent-how-to-create-a-windows-8-app-1788
Computer Science,Introduction to Internetworking with TCP/IP,https://www.classcentral.com/course/openhpi-introduction-to-internetworking-with-tcp-ip-590
Computer Science,Developing Scalable Apps in Java,https://www.classcentral.com/course/udacity-developing-scalable-apps-in-java-2215
Computer Science,In-Memory Data Management In a Nutshell,https://www.classcentral.com/course/opensap-in-memory-data-management-in-a-nutshell-2458
Computer Science,Software Development Process,https://www.classcentral.com/course/udacity-software-development-process-2335
Computer Science,Computer Networking,https://www.classcentral.com/course/udacity-computer-networking-2336
Computer Science,An Introduction to SAP HANA,https://www.classcentral.com/course/opensap-an-introduction-to-sap-hana-1894
Computer Science,数据结构与算法第一部分 | Data Structures and Algorithms Part 1,https://www.classcentral.com/course/edx--data-structures-and-algorithms-part-1-2156
Computer Science,Compilers,https://www.classcentral.com/course/stanford-openedx-compilers-2716
Computer Science,数据结构与算法第二部分 | Data Structures and Algorithms Part 2,https://www.classcentral.com/course/edx--data-structures-and-algorithms-part-2-2693
Computer Science,Rapid Deployment of SAP Solutions,https://www.classcentral.com/course/opensap-rapid-deployment-of-sap-solutions-2018
Computer Science,Knowledge-Based AI: Cognitive Systems,https://www.classcentral.com/course/udacity-knowledge-based-ai-cognitive-systems-1025
Computer Science,Advanced Operating Systems,https://www.classcentral.com/course/udacity-advanced-operating-systems-1016
Computer Science,"Computability, Complexity & Algorithms",https://www.classcentral.com/course/udacity-computability-complexity-algorithms-1024
Computer Science,High Performance Computer Architecture,https://www.classcentral.com/course/udacity-high-performance-computer-architecture-1018
Computer Science,ABAP Development for SAP HANA,https://www.classcentral.com/course/opensap-abap-development-for-sap-hana-2360
Computer Science,Next Steps in Software Development on SAP HANA,https://www.classcentral.com/course/opensap-next-steps-in-software-development-on-sap-hana-2489
Computer Science,BI Clients and Applications on SAP HANA,https://www.classcentral.com/course/opensap-bi-clients-and-applications-on-sap-hana-2672
Computer Science,Introduction to SAP Fiori UX,https://www.classcentral.com/course/opensap-introduction-to-sap-fiori-ux-2361
Computer Science,JavaScript Testing,https://www.classcentral.com/course/udacity-javascript-testing-3351
Computer Science,算法基础 | Fundamental Algorithms,https://www.classcentral.com/course/edx--fundamental-algorithms-3244
Computer Science,A/B Testing,https://www.classcentral.com/course/udacity-a-b-testing-3528
Computer Science,MyCS: Computer Science for Beginners,https://www.classcentral.com/course/edx-mycs-computer-science-for-beginners-2957
Computer Science,Déployez des applications dans le cloud avec IBM Bluemix,https://www.classcentral.com/course/openclassrooms-deployez-des-applications-dans-le-cloud-avec-ibm-bluemix-3730
Computer Science,Automated Visual Software Analytics,https://www.classcentral.com/course/openhpi-automated-visual-software-analytics-3277
Computer Science,Debugging on SAP,https://www.classcentral.com/course/independent-debugging-on-sap-5708
Computer Science,Xcode Debugging,https://www.classcentral.com/course/udacity-xcode-debugging-3717
Computer Science,How the Internet of Things and Smart Services Will Change Society,https://www.classcentral.com/course/opensap-how-the-internet-of-things-and-smart-services-will-change-society-3287
Computer Science,SAP Screen Personas,https://www.classcentral.com/course/opensap-sap-screen-personas-3251
Computer Science,Responsabilidad Social Corporativa y su impacto sobre la Gestión de la Tecnología de la Información,https://www.classcentral.com/course/edx-responsabilidad-social-corporativa-y-su-impacto-sobre-la-gestion-de-la-tecnologia-de-la-informacion-3213
Computer Science,Application Development for SAP Business ByDesign,https://www.classcentral.com/course/opensap-application-development-for-sap-business-bydesign-3663
Computer Science,Web Technologies,https://www.classcentral.com/course/openhpi-web-technologies-3517
Computer Science,Intro to DevOps,https://www.classcentral.com/course/udacity-intro-to-devops-4013
Computer Science,Configuring Linux Web Servers,https://www.classcentral.com/course/udacity-configuring-linux-web-servers-4050
Computer Science,Linux Command Line Basics,https://www.classcentral.com/course/udacity-linux-command-line-basics-4049
Computer Science,"Developing International Software, Part 1",https://www.classcentral.com/course/edx-developing-international-software-part-1-3996
Computer Science,Transformation to Hybrid Landscapes,https://www.classcentral.com/course/opensap-transformation-to-hybrid-landscapes-3669
Computer Science,理论计算机科学基础 | Introduction to Theoretical Computer Science,https://www.classcentral.com/course/edx--introduction-to-theoretical-computer-science-2436
Computer Science,"Computing: Art, Magic, Science",https://www.classcentral.com/course/edx-computing-art-magic-science-2195
Computer Science,GT - Refresher - Advanced OS,https://www.classcentral.com/course/udacity-gt-refresher-advanced-os-4734
Computer Science,Introduction to Computer Vision,https://www.classcentral.com/course/udacity-introduction-to-computer-vision-1022
Computer Science,Computational Photography,https://www.classcentral.com/course/udacity-computational-photography-1023
Computer Science,Software Architecture & Design,https://www.classcentral.com/course/udacity-software-architecture-design-3418
Computer Science,Introduction to Operating Systems,https://www.classcentral.com/course/udacity-introduction-to-operating-systems-3419
Computer Science,Administración de proyectos de Tecnologías de la Información,https://www.classcentral.com/course/edx-administracion-de-proyectos-de-tecnologias-de-la-informacion-4057
Computer Science,High Performance Computing,https://www.classcentral.com/course/udacity-high-performance-computing-1028
Computer Science,Writing READMEs,https://www.classcentral.com/course/udacity-writing-readmes-4860
Computer Science,Introduction to Windows Server,https://www.classcentral.com/course/edx-introduction-to-windows-server-4387
Computer Science,"Computing: Art, Magic, Science - Part II",https://www.classcentral.com/course/edx-computing-art-magic-science-part-ii-4084
Computer Science,Web Tooling & Automation,https://www.classcentral.com/course/udacity-web-tooling-automation-4953
Computer Science,Implementing Microsoft Windows Server Disks and Volumes,https://www.classcentral.com/course/edx-implementing-microsoft-windows-server-disks-and-volumes-4943
Computer Science,SAP S/4HANA in a Nutshell,https://www.classcentral.com/course/opensap-sap-s-4hana-in-a-nutshell-3252
Computer Science,SAP NetWeaver Upgrades in a Nutshell,https://www.classcentral.com/course/opensap-sap-netweaver-upgrades-in-a-nutshell-4779
Computer Science,Intro to Information Security,https://www.classcentral.com/course/udacity-intro-to-information-security-3420
Computer Science,Optimizing Microsoft Windows Server Storage,https://www.classcentral.com/course/edx-optimizing-microsoft-windows-server-storage-4944
Computer Science,"Developing International Software, Part 2",https://www.classcentral.com/course/edx-developing-international-software-part-2-5176
Computer Science,Machine Learning,https://www.classcentral.com/course/udacity-machine-learning-1020
Computer Science,Cybersecurity – The essential challenge for digital transformation,https://www.classcentral.com/course/opensap-cybersecurity-the-essential-challenge-for-digital-transformation-4781
Computer Science,Implementing DHCP in Microsoft Windows Server,https://www.classcentral.com/course/edx-implementing-dhcp-in-microsoft-windows-server-5341
Computer Science,Implementing DNS in Microsoft Windows Server,https://www.classcentral.com/course/edx-implementing-dns-in-microsoft-windows-server-5310
Computer Science,Compliance in Office 365®: Data Governance,https://www.classcentral.com/course/edx-compliance-in-office-365-data-governance-5754
Computer Science,Managing Microsoft Windows Server Active Directory Domain Services,https://www.classcentral.com/course/edx-managing-microsoft-windows-server-active-directory-domain-services-5881
Computer Science,Windows 10 pour l'entreprise,https://www.classcentral.com/course/openclassrooms-windows-10-pour-l-entreprise-6126
Computer Science,Introduction aux conteneurs,https://www.classcentral.com/course/openclassrooms-introduction-aux-conteneurs-6125
Computer Science,Wirtschaftsinformatik,https://www.classcentral.com/course/iversity-wirtschaftsinformatik-5931
Computer Science,Guide du développeur Windows 10,https://www.classcentral.com/course/openclassrooms-guide-du-developpeur-windows-10-6124
Computer Science,Deep Learning Summer School,https://www.classcentral.com/course/independent-deep-learning-summer-school-8481
Computer Science,Dal dato all'informazione,https://www.classcentral.com/course/eduopen-dal-dato-all-informazione-7698
Computer Science,Technical Interview,https://www.classcentral.com/course/udacity-technical-interview-6143
Computer Science,算法设计与分析(高级) | Advanced Design and Analysis of Algorithms,https://www.classcentral.com/course/edx---advanced-design-and-analysis-of-algorithms-6364
Computer Science,Principles of Computing,https://www.classcentral.com/course/stanford-openedx-principles-of-computing-6114
Computer Science,Scalable Microservices with Kubernetes,https://www.classcentral.com/course/udacity-scalable-microservices-with-kubernetes-6275
Computer Science,CS For All: Introduction to Computer Science and Python Programming,https://www.classcentral.com/course/edx-cs-for-all-introduction-to-computer-science-and-python-programming-3483
Computer Science,Sicherheit im Internet,https://www.classcentral.com/course/openhpi-sicherheit-im-internet-2669
Computer Science,Hands on Industrie 4.0,https://www.classcentral.com/course/openhpi-hands-on-industrie-4-0-5379
Computer Science,Enterprise Software Lifecycle Management,https://www.classcentral.com/course/edx-enterprise-software-lifecycle-management-6304
Computer Science,Developing Windows 10 Universal Apps - Part 3,https://www.classcentral.com/course/edx-developing-windows-10-universal-apps-part-3-4559
Computer Science,Developing Windows 10 Universal Apps - Part 2,https://www.classcentral.com/course/edx-developing-windows-10-universal-apps-part-2-4560
Computer Science,Developing Windows 10 Universal Apps - Part 1,https://www.classcentral.com/course/edx-developing-windows-10-universal-apps-part-1-4505
Computer Science,High Availability and Disaster Recovery with the SAP HANA Platform,https://www.classcentral.com/course/opensap-high-availability-and-disaster-recovery-with-the-sap-hana-platform-6054
Computer Science,Embedded Smart Home,https://www.classcentral.com/course/openhpi-embedded-smart-home-5391
Computer Science,"Developing International Software, Part 3",https://www.classcentral.com/course/edx-developing-international-software-part-3-6332
Computer Science,SharePoint Basics for IT Professionals,https://www.classcentral.com/course/edx-sharepoint-basics-for-it-professionals-3940
Computer Science,Application Integration Made Simple with SAP HANA Cloud Integration,https://www.classcentral.com/course/opensap-application-integration-made-simple-with-sap-hana-cloud-integration-6652
Computer Science,网络互联技术,https://www.classcentral.com/course/openhpi--6516
Computer Science,Software Construction in Java,https://www.classcentral.com/course/edx-software-construction-in-java-6469
Computer Science,Advanced Cybersecurity for Mobile Platforms,https://www.classcentral.com/course/canvas-network-advanced-cybersecurity-for-mobile-platforms-7222
Computer Science,Ciberseguridad en Dispositivos Móviles (Vista previa sólo),https://www.classcentral.com/course/canvas-network-ciberseguridad-en-dispositivos-moviles-vista-previa-solo-7325
Computer Science,Fondamenti di informatica (2nd ed.),https://www.classcentral.com/course/eduopen-fondamenti-di-informatica-2nd-ed-7689
Computer Science,SHINE Reference for Native SAP HANA Application Development,https://www.classcentral.com/course/opensap-shine-reference-for-native-sap-hana-application-development-6907
Computer Science,"Nature, in Code: Biology in JavaScript",https://www.classcentral.com/course/edx-nature-in-code-biology-in-javascript-6881
Computer Science,Imagine IoT,https://www.classcentral.com/course/opensap-imagine-iot-7066
Computer Science,Computation Structures 2: Computer Architecture,https://www.classcentral.com/course/edx-computation-structures-2-computer-architecture-4810
Computer Science,Algorithms: Design and Analysis,https://www.classcentral.com/course/stanford-openedx-algorithms-design-and-analysis-8984
Computer Science,Digital Networks Essentials,https://www.classcentral.com/course/edx-digital-networks-essentials-6719
Computer Science,Continuous Integration and Deployment,https://www.classcentral.com/course/udacity-continuous-integration-and-deployment-8021
Computer Science,6.S191: Introduction to Deep Learning,https://www.classcentral.com/course/independent-6-s191-introduction-to-deep-learning-8083
Computer Science,Deep Learning for Natural Language Processing,https://www.classcentral.com/course/independent-deep-learning-for-natural-language-processing-8097
Computer Science,6.S094: Deep Learning for Self-Driving Cars,https://www.classcentral.com/course/independent-6-s094-deep-learning-for-self-driving-cars-8132
Computer Science,Advanced Software Construction in Java,https://www.classcentral.com/course/edx-advanced-software-construction-in-java-6475
Computer Science,Computation Structures 3: Computer Organization,https://www.classcentral.com/course/edx-computation-structures-3-computer-organization-6245
Computer Science,Introduction to Data Structures,https://www.classcentral.com/course/edx-introduction-to-data-structures-7391
Computer Science,Shell Workshop,https://www.classcentral.com/course/udacity-shell-workshop-8373
Computer Science,Version Control with Git,https://www.classcentral.com/course/udacity-version-control-with-git-8430
Computer Science,Maschinelles Lernen,https://www.classcentral.com/course/independent-maschinelles-lernen-11942
Computer Science,"Learn TensorFlow and deep learning, without a Ph.D.",https://www.classcentral.com/course/independent-learn-tensorflow-and-deep-learning-without-a-ph-d-8480
Computer Science,Statistical Machine Learning,https://www.classcentral.com/course/independent-statistical-machine-learning-8509
Computer Science,GitHub & Collaboration,https://www.classcentral.com/course/udacity-github-collaboration-8542
Computer Science,Cyber-Physical Systems Security,https://www.classcentral.com/course/udacity-cyber-physical-systems-security-8569
Computer Science,Network Security,https://www.classcentral.com/course/udacity-network-security-8570
Computer Science,Artificial Intelligence,https://www.classcentral.com/course/udacity-artificial-intelligence-8565
Computer Science,Compilers: Theory and Practice,https://www.classcentral.com/course/udacity-compilers-theory-and-practice-8572
Computer Science,Fundamentals of Red Hat Enterprise Linux,https://www.classcentral.com/course/edx-fundamentals-of-red-hat-enterprise-linux-8670
Computer Science,How to Code: Complex Data,https://www.classcentral.com/course/edx-how-to-code-complex-data-3464
Computer Science,Computer Networks and the Internet,https://www.classcentral.com/course/edx-computer-networks-and-the-internet-8665
Computer Science,Touch IoT with SAP Leonardo,https://www.classcentral.com/course/opensap-touch-iot-with-sap-leonardo-8919
Computer Science,"Cutting Edge Deep Learning For Coders, Part 2",https://www.classcentral.com/course/independent-cutting-edge-deep-learning-for-coders-part-2-8965
Computer Science,Mainframes,https://www.classcentral.com/course/openhpi-mainframes-8855
Computer Science,Wie funktioniert das Internet?,https://www.classcentral.com/course/openhpi-wie-funktioniert-das-internet-5065
Computer Science,Linked Data Engineering,https://www.classcentral.com/course/openhpi-linked-data-engineering-5392
Computer Science,Software Construction: Data Abstraction,https://www.classcentral.com/course/edx-software-construction-data-abstraction-8200
Computer Science,"Fundamentals of Containers, Kubernetes, and Red Hat OpenShift",https://www.classcentral.com/course/edx-fundamentals-of-containers-kubernetes-and-red-hat-openshift-9105
Computer Science,Machine Learning,https://www.classcentral.com/course/edx-machine-learning-8995
Computer Science,The Beauty and Joy of Computing - AP® CS Principles Part 1,https://www.classcentral.com/course/edx-the-beauty-and-joy-of-computing-ap-cs-principles-part-1-2525
Computer Science,"Algorithms: Design and Analysis, Part 2",https://www.classcentral.com/course/stanford-openedx-algorithms-design-and-analysis-part-2-9250
Computer Science,Creative Applications of Deep Learning with TensorFlow II,https://www.classcentral.com/course/kadenze-creative-applications-of-deep-learning-with-tensorflow-ii-7611
Computer Science,Computing Form and Shape: Python Programming with the Rhinoscript Library,https://www.classcentral.com/course/kadenze-computing-form-and-shape-python-programming-with-the-rhinoscript-library-7596
Computer Science,数据结构与算法设计(下) | Data Structures and Algorithm Design Part II,https://www.classcentral.com/course/edx---data-structures-and-algorithm-design-part-ii-5720
Computer Science,数据结构与算法设计(上) | Data Structures and Algorithm Design Part I,https://www.classcentral.com/course/edx---data-structures-and-algorithm-design-part-i-1646
Computer Science,TV Whitespaces for Museums and Archives,https://www.classcentral.com/course/canvas-network-tv-whitespaces-for-museums-and-archives-9414
Computer Science,Developing Intelligent Apps and Bots,https://www.classcentral.com/course/edx-developing-intelligent-apps-and-bots-6357
Computer Science,Azure Application Deployment and Management,https://www.classcentral.com/course/edx-azure-application-deployment-and-management-9434
Computer Science,Cyber Security Economics,https://www.classcentral.com/course/edx-cyber-security-economics-2680
Computer Science,Software Construction: Object-Oriented Design,https://www.classcentral.com/course/edx-software-construction-object-oriented-design-8201
Computer Science,Core ML: Machine Learning for iOS,https://www.classcentral.com/course/udacity-core-ml-machine-learning-for-ios-9623
Computer Science,In-Memory Data Management,https://www.classcentral.com/course/openhpi-in-memory-data-management-465
Computer Science,Creative Applications of Deep Learning with TensorFlow III,https://www.classcentral.com/course/kadenze-creative-applications-of-deep-learning-with-tensorflow-iii-7591
Computer Science,Information Security Management in a Nutshell,https://www.classcentral.com/course/opensap-information-security-management-in-a-nutshell-9276
Computer Science,"Reliable Distributed Algorithms, Part 2",https://www.classcentral.com/course/edx-reliable-distributed-algorithms-part-2-6603
Computer Science,Enterprise Deep Learning with TensorFlow,https://www.classcentral.com/course/opensap-enterprise-deep-learning-with-tensorflow-9366
Computer Science,Enterprise Machine Learning in a Nutshell,https://www.classcentral.com/course/opensap-enterprise-machine-learning-in-a-nutshell-9980
Computer Science,Provisioning Office 365 Services,https://www.classcentral.com/course/edx-provisioning-office-365-services-7484
Computer Science,Manage Office 365 Identities,https://www.classcentral.com/course/edx-manage-office-365-identities-8716
Computer Science,Applied Machine Learning,https://www.classcentral.com/course/edx-applied-machine-learning-6406
Computer Science,Office 365: SharePoint Online Administrator,https://www.classcentral.com/course/edx-office-365-sharepoint-online-administrator-10112
Computer Science,Enabling Office 365 Clients,https://www.classcentral.com/course/edx-enabling-office-365-clients-7485
Computer Science,Windows Server 2016: Azure for On-Premises Administrators,https://www.classcentral.com/course/edx-windows-server-2016-azure-for-on-premises-administrators-8539
Computer Science,Compliance in Office 365​®: Data Governance,https://www.classcentral.com/course/edx-compliance-in-office-365-data-governance-8417
Computer Science,CS50's Understanding Technology,https://www.classcentral.com/course/edx-cs50-s-understanding-technology-10142
Computer Science,CS50's Computer Science for Business Professionals,https://www.classcentral.com/course/edx-cs50-s-computer-science-for-business-professionals-10143
Computer Science,Information and Communication Technology (ICT) Accessibility,https://www.classcentral.com/course/edx-information-and-communication-technology-ict-accessibility-5898
Computer Science,The Beauty and Joy of Computing - AP® CS Principles Part 2,https://www.classcentral.com/course/edx-the-beauty-and-joy-of-computing-ap-cs-principles-part-2-2532
Computer Science,Software Engineering: Introduction,https://www.classcentral.com/course/edx-software-engineering-introduction-8205
Computer Science,Data Structures: An Active Learning Approach,https://www.classcentral.com/course/edx-data-structures-an-active-learning-approach-10436
Computer Science,Introduction to DevOps: Transforming and Improving Operations,https://www.classcentral.com/course/edx-introduction-to-devops-transforming-and-improving-operations-7506
Computer Science,Hacker101,https://www.classcentral.com/course/independent-hacker101-10431
Computer Science,Cyber-Physical Systems Design & Analysis,https://www.classcentral.com/course/udacity-cyber-physical-systems-design-analysis-10473
Computer Science,Обработка изображений,https://www.classcentral.com/course/stepik---10493
Computer Science,"Quantum Information Science I, Part 2",https://www.classcentral.com/course/edx-quantum-information-science-i-part-2-10259
Computer Science,Linux für Alle,https://www.classcentral.com/course/openhpi-linux-fur-alle-9978
Computer Science,Machine Learning Crash Course with TensorFlow APIs,https://www.classcentral.com/course/independent-machine-learning-crash-course-with-tensorflow-apis-10503
Computer Science,Software Development Capstone Project,https://www.classcentral.com/course/edx-software-development-capstone-project-8198
Computer Science,Введение в Linux,https://www.classcentral.com/course/stepik---linux-10528
Computer Science,Нейронные сети,https://www.classcentral.com/course/stepik---10530
Computer Science,Управление вычислениями,https://www.classcentral.com/course/stepik---10539
Computer Science,Introduction to Graduate Algorithms,https://www.classcentral.com/course/udacity-introduction-to-graduate-algorithms-10625
Computer Science,Fundamentals of Deep Learning for Computer Vision,https://www.classcentral.com/course/independent-fundamentals-of-deep-learning-for-computer-vision-10730
Computer Science,Fundamentals of Accelerated Computing with CUDA C/C++,https://www.classcentral.com/course/independent-fundamentals-of-accelerated-computing-with-cuda-c-c-10733
Computer Science,NFV Acceleration: An Introduction to OPNFV,https://www.classcentral.com/course/edx-nfv-acceleration-an-introduction-to-opnfv-11361
Computer Science,Introduction to ONAP: Complete Network Automation,https://www.classcentral.com/course/edx-introduction-to-onap-complete-network-automation-11362
Computer Science,Principles of Machine Learning,https://www.classcentral.com/course/edx-principles-of-machine-learning-6511
Computer Science,Introduction to OpenStack,https://www.classcentral.com/course/edx-introduction-to-openstack-7202
Computer Science,Software Engineering Essentials,https://www.classcentral.com/course/edx-software-engineering-essentials-8527
Computer Science,Internet Security,https://www.classcentral.com/course/openhpi-internet-security-9977
Computer Science,Évaluez et améliorez les performances d'un modèle de machine learning,https://www.classcentral.com/course/openclassrooms-evaluez-et-ameliorez-les-performances-d-un-modele-de-machine-learning-11077
Computer Science,Exploitez des données textuelles,https://www.classcentral.com/course/openclassrooms-exploitez-des-donnees-textuelles-11083
Computer Science,Utilisez des modèles supervisés non linéaires,https://www.classcentral.com/course/openclassrooms-utilisez-des-modeles-supervises-non-lineaires-11084
Computer Science,Modélisez vos données avec les méthodes ensemblistes,https://www.classcentral.com/course/openclassrooms-modelisez-vos-donnees-avec-les-methodes-ensemblistes-11082
Computer Science,Entraînez un modèle prédictif linéaire,https://www.classcentral.com/course/openclassrooms-entrainez-un-modele-predictif-lineaire-11079
Computer Science,Initiez-vous au machine learning,https://www.classcentral.com/course/openclassrooms-initiez-vous-au-machine-learning-11078
Computer Science,Explorez vos données avec des algorithmes non supervisés,https://www.classcentral.com/course/openclassrooms-explorez-vos-donnees-avec-des-algorithmes-non-supervises-11081
Computer Science,Classez et segmentez des données visuelles,https://www.classcentral.com/course/openclassrooms-classez-et-segmentez-des-donnees-visuelles-11085
Computer Science,Viabilité et gestion de la dette des pays à faible revenu,https://www.classcentral.com/course/edx-viabilite-et-gestion-de-la-dette-des-pays-a-faible-revenu-7375
Computer Science,LAFF – On Programming for Correctness,https://www.classcentral.com/course/edx-laff-on-programming-for-correctness-7852
Computer Science,Developing AI Speech Apps with Microsoft Cognitive Services,https://www.classcentral.com/course/edx-developing-ai-speech-apps-with-microsoft-cognitive-services-11337
Computer Science,Machine Learning: Unsupervised Learning,https://www.classcentral.com/course/udacity-machine-learning-unsupervised-learning-1848
Computer Science,Cloud-Native Development with SAP Cloud Platform,https://www.classcentral.com/course/opensap-cloud-native-development-with-sap-cloud-platform-10422
Computer Science,How to Build Chatbots and Make Money,https://www.classcentral.com/course/edx-how-to-build-chatbots-and-make-money-11326
Computer Science,Microsoft Bot Framework and Conversation as a Platform,https://www.classcentral.com/course/edx-microsoft-bot-framework-and-conversation-as-a-platform-11325
Computer Science,Intro to Data Structures and Algorithms,https://www.classcentral.com/course/udacity-intro-to-data-structures-and-algorithms-11457
Computer Science,Introduction to Computation Theory,https://www.classcentral.com/course/complexity-explorer-introduction-to-computation-theory-11494
Computer Science,Fundamentals of Machine Learning,https://www.classcentral.com/course/complexity-explorer-fundamentals-of-machine-learning-11493
Computer Science,IPv6 in modernen Netzwerken,https://www.classcentral.com/course/openhpi-ipv6-in-modernen-netzwerken-10635
Computer Science,Self-Driving Fundamentals: Featuring Apollo ,https://www.classcentral.com/course/udacity-self-driving-fundamentals-featuring-apollo-11639
Computer Science,Microsoft Exchange Server 2016 - 4: Transport Services,https://www.classcentral.com/course/edx-microsoft-exchange-server-2016-4-transport-services-6324
Computer Science,Microsoft Exchange Server 2016 - 3: Mailbox Databases,https://www.classcentral.com/course/edx-microsoft-exchange-server-2016-3-mailbox-databases-6325
Computer Science,Microsoft Exchange Server 2016 - 2: Client Access Services,https://www.classcentral.com/course/edx-microsoft-exchange-server-2016-2-client-access-services-6326
Computer Science,Windows 10 Features for a Mobile Workforce: Windows and Devices in the Enterprise,https://www.classcentral.com/course/edx-windows-10-features-for-a-mobile-workforce-windows-and-devices-in-the-enterprise-6547
Computer Science,Skype for Business: Voice Hybrid and Routing,https://www.classcentral.com/course/edx-skype-for-business-voice-hybrid-and-routing-8279
Computer Science,Data Cleansing with Data Quality Services (DQS),https://www.classcentral.com/course/edx-data-cleansing-with-data-quality-services-dqs-7589
Computer Science,Managing Microsoft Exchange Online in Office 365,https://www.classcentral.com/course/edx-managing-microsoft-exchange-online-in-office-365-7486
Computer Science,Windows Server 2016: Basic Networking,https://www.classcentral.com/course/edx-windows-server-2016-basic-networking-8537
Computer Science,Organizing Evangelism and Achieving User Adoption,https://www.classcentral.com/course/edx-organizing-evangelism-and-achieving-user-adoption-8629
Computer Science,Skype Operations Framework,https://www.classcentral.com/course/edx-skype-operations-framework-9329
Computer Science,System Center 2016: Building a Datacenter Fabric,https://www.classcentral.com/course/edx-system-center-2016-building-a-datacenter-fabric-9259
Computer Science,Enabling Data Source Discovery with Azure Data Catalog,https://www.classcentral.com/course/edx-enabling-data-source-discovery-with-azure-data-catalog-9722
Computer Science,Designing Data Platform Solutions,https://www.classcentral.com/course/edx-designing-data-platform-solutions-10313
Computer Science,Skype for Business: Infrastructure Planning and Design,https://www.classcentral.com/course/edx-skype-for-business-infrastructure-planning-and-design-8195
Computer Science,Windows Server 2016: Virtualization,https://www.classcentral.com/course/edx-windows-server-2016-virtualization-8540
Computer Science,Skype for Business: Infrastructure Advanced Configuration,https://www.classcentral.com/course/edx-skype-for-business-infrastructure-advanced-configuration-8416
Computer Science,Windows Server 2016: Advanced Virtualization,https://www.classcentral.com/course/edx-windows-server-2016-advanced-virtualization-9086
Computer Science,Microsoft Exchange Server 2016 - 5: Hybrid Topologies with Office 365,https://www.classcentral.com/course/edx-microsoft-exchange-server-2016-5-hybrid-topologies-with-office-365-6322
Computer Science,Onboarding Messaging to Office 365,https://www.classcentral.com/course/edx-onboarding-messaging-to-office-365-7487
Computer Science,Windows 10 Features for a Mobile Workforce: Configuring Additional Resources,https://www.classcentral.com/course/edx-windows-10-features-for-a-mobile-workforce-configuring-additional-resources-7488
Computer Science,Skype for Business: Infrastructure Implementation and Conferencing,https://www.classcentral.com/course/edx-skype-for-business-infrastructure-implementation-and-conferencing-8366
